   3.4619174e+00   4.0451162e+01   2.9715798e+05
   3.4618217e+00   4.0533163e+01   2.9714648e+05
   3.4612785e+00   4.0995223e+01   2.9708121e+05
   3.4598863e+00   4.2155881e+01   2.9691393e+05
   3.4572325e+00   4.4283984e+01   2.9659516e+05
   3.4528288e+00   4.7607199e+01   2.9606639e+05
   3.4460117e+00   5.2340801e+01   2.9524838e+05
   3.4358345e+00   5.8709919e+01   2.9402841e+05
   3.4209380e+00   6.6965586e+01   2.9224533e+05
   3.3993618e+00   7.7407802e+01   2.8966829e+05
   3.3682223e+00   9.0431594e+01   2.8596067e+05
   3.3231280e+00   1.0660548e+02   2.8061610e+05
   3.2572055e+00   1.2676773e+02   2.7285584e+05
   3.1598800e+00   1.5206069e+02   2.6151514e+05
   3.0167677e+00   1.8367838e+02   2.4509547e+05
   2.8149492e+00   2.2192760e+02   2.2247060e+05
   2.5587743e+00   2.6452584e+02   1.9467369e+05
   2.2853486e+00   3.0585119e+02   1.6619377e+05
   2.0374443e+00   3.4120586e+02   1.4151097e+05
   1.8390688e+00   3.6871743e+02   1.2259323e+05
   1.6966056e+00   3.8828433e+02   1.0949768e+05
   1.5951992e+00   4.0220125e+02   1.0044188e+05
   1.5089816e+00   4.1407024e+02   9.2925356e+04
   1.4045995e+00   4.2853613e+02   8.4060950e+04
   1.2334825e+00   4.5264562e+02   7.0119593e+04
   9.4301444e-01   4.9556823e+02   4.8264749e+04
   5.8072893e-01   5.5588419e+02   2.4609088e+04
   3.3250111e-01   6.0627177e+02   1.1244375e+04
   2.4102416e-01   6.2895668e+02   7.1303123e+03
   2.2170869e-01   6.3430344e+02   6.3393365e+03
   2.2067169e-01   6.3459845e+02   6.2978062e+03
   2.2067169e-01   6.3459845e+02   6.2978062e+03
