 -1.937500000000000e+00    1.250000000000000e-01  -9.094947017729282e-13  -4.656612873077393e-10  -3.576278686523438e-07
 -1.812500000000000e+00    1.250000000000000e-01   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
 -1.687500000000000e+00    1.250000000000000e-01   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
 -1.562500000000000e+00    1.250000000000000e-01   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
 -1.437500000000000e+00    1.250000000000000e-01   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
 -1.312500000000000e+00    1.250000000000000e-01   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
 -1.187500000000000e+00    1.250000000000000e-01   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
 -1.062500000000000e+00    1.250000000000000e-01   7.615896813838390e-01  -4.032575515583158e+02   2.163375414884686e+05
 -9.375000000000000e-01    1.250000000000000e-01  -8.169804827933545e+00  -2.724664418868290e+03  -2.550490286776299e+06
 -8.125000000000000e-01    1.250000000000000e-01  -1.739316506848728e+00   2.969610790359038e+03  -4.805747537837815e+05
 -6.875000000000000e-01    1.250000000000000e-01  -2.061023382187231e+00   3.925655370170611e+03  -5.672630083012658e+05
 -5.625000000000000e-01    1.250000000000000e-01  -4.180083333808221e+00   4.191904701875588e+03  -1.197963247107582e+06
 -4.375000000000000e-01    1.250000000000000e-01  -3.895651121733947e+00   3.302461025965795e+03  -1.118916849147714e+06
 -3.125000000000000e-01    1.250000000000000e-01   7.881651384912100e+00  -1.474345466435883e+03   2.104714876363603e+06
 -1.875000000000000e-01    1.250000000000000e-01   4.027393625585459e+01   2.813587926079399e+02   1.147173575569434e+07
 -6.250000000000000e-02    1.250000000000000e-01   6.050765160433757e+01   3.228836771540414e+04   2.301262238372039e+07
  6.250000000000000e-02    1.250000000000000e-01   1.543642887947102e+01  -1.243385727923469e+04  -7.824801967523076e+05
  1.875000000000000e-01    1.250000000000000e-01  -8.035401795927949e+01  -5.105828779486166e+04  -2.960886639170956e+07
  3.125000000000000e-01    1.250000000000000e-01  -2.784181851338333e+01  -1.906555198922654e+04  -8.229156153744115e+06
  4.375000000000000e-01    1.250000000000000e-01   3.855275955880154e+00   1.582879922897672e+03   2.376491949567955e+06
  5.625000000000000e-01    1.250000000000000e-01   7.594149434222514e+00   4.663691065574241e+03   3.058450099575090e+06
  6.875000000000000e-01    1.250000000000000e-01   5.918543263114358e+00   3.825435228489654e+03   2.179673692596873e+06
  8.125000000000000e-01    1.250000000000000e-01   5.188793674526172e+00   3.389100230564566e+03   1.760100119531259e+06
  9.375000000000000e-01    1.250000000000000e-01   2.762081391123858e+00   1.808589715482219e+03   9.074338714327496e+05
  1.062500000000000e+00    1.250000000000000e-01  -1.592139241715358e+00  -1.007578350651311e+03  -4.759904777585268e+05
  1.187500000000000e+00    1.250000000000000e-01   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
  1.312500000000000e+00    1.250000000000000e-01   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
  1.437500000000000e+00    1.250000000000000e-01   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
  1.562500000000000e+00    1.250000000000000e-01   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
  1.687500000000000e+00    1.250000000000000e-01   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
  1.812500000000000e+00    1.250000000000000e-01   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
  1.937500000000000e+00    1.250000000000000e-01   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
