   3.4619143e+00   4.0453796e+01   2.9715761e+05
   3.4612473e+00   4.1020421e+01   2.9707747e+05
   3.4584425e+00   4.3320374e+01   2.9674050e+05
   3.4523831e+00   4.7915508e+01   2.9601291e+05
   3.4414954e+00   5.5228172e+01   2.9470688e+05
   3.4231465e+00   6.5761755e+01   2.9250963e+05
   3.3932932e+00   8.0047135e+01   2.8894500e+05
   3.3460147e+00   9.8642200e+01   2.8332579e+05
   3.2729879e+00   1.2215220e+02   2.7470954e+05
   3.1635220e+00   1.5112779e+02   2.6193936e+05
   3.0055211e+00   1.8594075e+02   2.4382070e+05
   2.7846055e+00   2.2722103e+02   2.1912879e+05
   2.4856225e+00   2.7583038e+02   1.8695756e+05
   2.1446980e+00   3.2603760e+02   1.5209127e+05
   1.8186979e+00   3.7150422e+02   1.2075579e+05
   1.5215279e+00   4.1236400e+02   9.4075708e+04
   1.2600769e+00   4.4887378e+02   7.2256108e+04
   1.0360591e+00   4.8136261e+02   5.4938939e+04
   8.4807734e-01   5.1015734e+02   4.1511105e+04
   6.9304946e-01   5.3555391e+02   3.1291442e+04
   5.6717157e-01   5.5780215e+02   2.3634336e+04
   4.6654708e-01   5.7709291e+02   1.7979120e+04
   3.8757382e-01   5.9354476e+02   1.3866410e+04
   3.2714161e-01   6.0719632e+02   1.0935325e+04
   2.8266859e-01   6.1801918e+02   8.9106539e+03
   2.5198509e-01   6.2597252e+02   7.5851660e+03
   2.3325370e-01   6.3106284e+02   6.8067219e+03
   2.2351904e-01   6.3378966e+02   6.4119778e+03
   2.2069042e-01   6.3459311e+02   6.2985548e+03
   2.2067169e-01   6.3459845e+02   6.2978062e+03
   2.2067169e-01   6.3459845e+02   6.2978062e+03
   2.2067169e-01   6.3459845e+02   6.2978062e+03
