 -1.896984781778002e+00    2.060304364439955e-01   0.000000000000000e+00   0.000000000000000e+00   2.980232238769531e-08
 -1.683415516702005e+00    2.211080937079994e-01   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
 -1.442028847399267e+00    2.616652448974761e-01   1.523151553328717e-06  -8.091147174127400e-04   4.352501556277275e-01
 -1.145816068869536e+00    3.307603121619851e-01   2.515355871054226e-02  -2.955097400965751e+02   5.404395990483463e+03
 -9.312656369505776e-01    9.834055167593247e-02  -6.231485736087450e-01  -1.848778109948798e+02  -1.937035980854705e+05
 -8.274422927276390e-01    1.093061367699445e-01  -4.350430499306128e-01   2.869805476702386e+02  -1.250754642987549e+05
 -7.158107882955794e-01    1.139568720941748e-01  -4.815478850626675e-01   6.249565191591028e+02  -1.277682181241959e+05
 -5.896039850146095e-01    1.384567344677649e-01  -7.569608005791792e-01   5.675037284806822e+02  -2.119666922788247e+05
 -4.208718631813727e-01    1.990075091987090e-01   6.495518705859524e-01  -1.726759711719467e+03   1.781877225422114e+04
 -1.951093273968415e-01    2.525175623703533e-01   1.361230777467227e+00   1.500746572070420e+02   2.209700589941591e+05
  2.176877796078756e-02    1.812386483449049e-01  -7.420279902563607e-01   1.054020465312287e+03   5.473937635757029e+04
  1.793697728846787e-01    1.339633415028774e-01   6.808598862528470e-01  -5.557754959323584e+02   4.867100454593450e+04
  3.124546040516324e-01    1.322063208310300e-01   1.110321562376271e-01  -1.020311623730195e+02   3.117030288299173e+04
  4.239951979924343e-01    9.087486705057385e-02  -1.402703210283676e-01  -7.555298053389834e+00   8.726655896309763e+04
  4.930562376695735e-01    4.724721230370460e-02  -6.357770997692569e-02   7.472799773507859e+00   4.657581639708579e+04
  5.293796661579782e-01    2.539964467310463e-02   1.212676128710655e-02   1.701249398877951e+01   1.903584984979033e+04
  5.516290286104968e-01    1.909908023193252e-02   5.532695809657184e-02   3.437694546060811e+01   1.969196845163405e+04
  5.722406750095189e-01    2.212421256611186e-02   8.865452264601004e-02   5.279542116069206e+01   2.699356054662168e+04
