 -1.834030454056500e+00    3.319390918870002e-01   0.000000000000000e+00   0.000000000000000e+00   2.980232238769531e-08
 -1.421308226065525e+00    4.935053640949487e-01   1.284649573563001e-05  -6.817073968704790e-03   3.663931459188461e+00
 -1.077968858484239e+00    1.931733710676250e-01  -4.346419205907637e-02  -2.310287896805676e+02  -1.387524301995337e+04
 -9.626689523474878e-01    3.742644120587657e-02  -3.691851481306685e-02  -6.385141361919977e+00  -1.130316228497773e+04
 -9.219960834596044e-01    4.391929656989013e-02  -2.940611743039767e-02   3.297687829548977e+00  -8.833934447653592e+03
 -8.752524153307490e-01    4.956803968782053e-02  -2.235516829904327e-02   2.678451321754437e+00  -6.873215350307524e+03
 -8.233982191991542e-01    5.414035257536920e-02  -1.632497159718582e-02  -8.265189030536931e+00  -5.625498871237040e+03
 -7.684149682267755e-01    5.582614936938834e-02  -1.093135864553574e-02  -1.844170503076384e+01  -4.600554601058364e+03
 -7.145772310742370e-01    5.184932493568861e-02  -5.813098802178729e-03  -3.777063656167229e+00  -2.648372892849147e+03
 -6.679068698969548e-01    4.149139741887575e-02  -6.153046530243955e-04   4.796225770594356e+01   1.098604840084910e+03
 -6.329323787448620e-01    2.845758488530992e-02   4.912347748813772e-03   1.101466280543700e+02   5.675663784049451e+03
 -6.092379621148669e-01    1.893124837468030e-02   1.091578757308298e-02   1.480692059425210e+02   9.438558272495866e+03
 -5.908160162606068e-01    1.791264333383991e-02   1.658441651932208e-02   1.501921620113653e+02   1.155273866418749e+04
 -5.639584352043372e-01    3.580251877869922e-02   2.027034182808052e-02   3.375991568622339e+01   7.469507406689227e+03
 -4.825365468458861e-01    1.270412579382030e-01   2.147995701272976e-02  -1.475225966341859e+03  -8.274599283840507e+04
 -2.685564051498375e-01    3.009190254538943e-01   2.128860221472451e-02  -3.437906938884975e+03  -1.047502103039362e+06
  3.236262030405695e-02    3.009190254538946e-01   1.623127736667129e-02   3.417007920309141e+03   1.292723014403276e+06
  3.365497625216175e-01    3.074552589812265e-01   1.432492815814612e-02  -2.447722935104275e+03  -5.931097683433443e+05
  6.455591488749979e-01    3.105635137255343e-01   1.393520096107181e-02   9.562314275878134e+01   2.618768630189076e+05
  8.778957008056852e-01    1.541095901358405e-01   1.395638834790702e-02   1.355145580763679e+02   1.774037047085389e+05
  1.013477337259308e+00    1.170536827714062e-01   1.298855356156992e-02   3.818517984944629e+01   1.019633234086633e+04
  1.139628322184174e+00    1.352482870783238e-01  -1.071921576283330e-03  -6.785973030346213e-01  -3.208057079091668e+02
  1.261807707000844e+00    1.091104825550171e-01   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
  1.371476791974987e+00    1.102276873932682e-01   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
  1.477652058966521e+00    1.021228465897994e-01   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
  1.580019547042271e+00    1.026121295617024e-01   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
  1.688119718663973e+00    1.135882136817001e-01   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
  1.788189471434799e+00    8.655129185995314e-02   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
  1.874247343383117e+00    8.556445203668339e-02   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
  1.939920500110078e+00    4.578186141723761e-02   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
  1.981397499557819e+00    3.717213747824544e-02   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
  1.999991784148471e+00    1.643170305776209e-05   0.000000000000000e+00   0.000000000000000e+00   0.000000000000000e+00
