  -1.9375000000000000e+00  -2.1817093447389047e+03  -1.0852378849018596e+06  -5.5107120507167327e+08
  -1.8125000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
  -1.6875000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
  -1.5625000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
  -1.4375000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
  -1.3125000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
  -1.1875000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
  -1.0625000000000000e+00   1.9249028279318736e-02  -1.0671860783186276e+01   5.9676107967793941e+03
  -9.3750000000000000e-01  -7.9884306835476801e-02  -1.2216786987280017e+02  -2.3397665180010648e+04
  -8.1250000000000000e-01  -5.8648713864623558e-02  -3.8955023670338585e+02  -2.1743424755061013e+04
  -6.8750000000000000e-01  -7.0392241075999867e-02  -9.8304066469197528e+02  -3.0206264781195754e+04
  -5.6250000000000000e-01  -1.0427583835822365e-01  -2.3454911070903727e+03  -5.2582235392577713e+04
  -4.3750000000000000e-01  -3.6729322401045442e-02  -5.8252122068156305e+03  -6.8305117363445039e+04
  -3.1250000000000000e-01   7.4961805698620265e-01  -1.5272935134364532e+04   4.2246323594730435e+04
  -1.8750000000000000e-01   3.9537539166153608e+00  -3.8800594010964618e+04   4.3042229924701882e+05
  -6.2500000000000000e-02   3.8779243935344185e+00  -7.2377997114097132e+04  -1.4300047269904781e+06
   6.2500000000000000e-02  -2.9715174875071941e+00  -7.4830789208680086e+04  -4.6245590810389780e+06
   1.8750000000000000e-01  -4.3363695880471038e+00  -4.3690656044233401e+04  -3.5826122086119484e+06
   3.1250000000000000e-01  -1.0846701654261930e+00  -1.9357602749566686e+04  -1.4498319386602941e+06
   4.3750000000000000e-01   3.9277614667511659e-02  -8.5601121580434283e+03  -5.8417025755443447e+05
   5.6250000000000000e-01   1.6407877216249392e-01  -4.0920229134329620e+03  -2.7570812068518798e+05
   6.8750000000000000e-01   1.3979438641127351e-01  -2.0540489012016806e+03  -1.3834291243379549e+05
   8.1250000000000000e-01   1.2170733434795532e-01  -9.6649642622438864e+02  -6.1232637338869041e+04
   9.3750000000000000e-01  -2.2381565930106845e-02  -2.5312700794149117e+02  -2.2696586696570470e+04
   1.0625000000000000e+00  -3.4878490257312933e-02  -1.2543984635721245e+01  -4.5113821451715194e+03
   1.1875000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
   1.3125000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
   1.4375000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
   1.5625000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
   1.6875000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
   1.8125000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
   1.9375000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00
