  -1.9323068e+00   3.4619176e+00   4.0450966e+01   2.9715801e+05
  -1.7914133e+00   3.4619176e+00   4.0450966e+01   2.9715801e+05
  -1.6786860e+00   3.4619176e+00   4.0450966e+01   2.9715801e+05
  -1.6199814e+00   3.4619176e+00   4.0450966e+01   2.9715801e+05
  -1.5649849e+00   3.4619176e+00   4.0450966e+01   2.9715801e+05
  -1.4752557e+00   3.4619176e+00   4.0450966e+01   2.9715801e+05
  -1.3328820e+00   3.4619176e+00   4.0450966e+01   2.9715801e+05
  -1.1169313e+00   3.4619175e+00   4.0451053e+01   2.9715800e+05
  -9.6910991e-01   3.4618142e+00   4.0539532e+01   2.9714559e+05
  -8.8956481e-01   3.4606065e+00   4.1556094e+01   2.9700047e+05
  -7.9585360e-01   3.4575422e+00   4.4041244e+01   2.9663235e+05
  -6.8856842e-01   3.4500151e+00   4.9560034e+01   2.9572877e+05
  -5.5461233e-01   3.4310514e+00   6.1383229e+01   2.9345580e+05
  -4.0305097e-01   3.3731274e+00   8.7771779e+01   2.8654991e+05
  -2.4874491e-01   3.2089431e+00   1.3905492e+02   2.6724082e+05
  -9.9854709e-02   2.7403628e+00   2.3289896e+02   2.1463441e+05
   1.0041751e-02   2.1447998e+00   3.2603335e+02   1.5209280e+05
   6.4989263e-02   1.7924326e+00   3.7510951e+02   1.1836447e+05
   1.4877097e-01   1.3102462e+00   4.4198105e+02   7.6569737e+04
   3.0965907e-01   7.2321755e-01   5.3146348e+02   3.3631722e+04
   5.6547984e-01   3.5274230e-01   6.0185055e+02   1.2257874e+04
   8.1480757e-01   2.4018278e-01   6.2918802e+02   7.0956699e+03
   9.5369914e-01   2.2195152e-01   6.3423416e+02   6.3490384e+03
   1.0481734e+00   2.2067253e-01   6.3459821e+02   6.2978398e+03
   1.2162960e+00   2.2067169e-01   6.3459845e+02   6.2978062e+03
   1.4073026e+00   2.2067169e-01   6.3459845e+02   6.2978062e+03
   1.4865519e+00   2.2067169e-01   6.3459845e+02   6.2978062e+03
   1.4986059e+00   2.2067169e-01   6.3459845e+02   6.2978062e+03
   1.5530010e+00   2.2067169e-01   6.3459845e+02   6.2978062e+03
   1.6531297e+00   2.2067169e-01   6.3459845e+02   6.2978062e+03
   1.7874334e+00   2.2067169e-01   6.3459845e+02   6.2978062e+03
   1.9320467e+00   2.2067169e-01   6.3459845e+02   6.2978062e+03
