   1.4003791261087969e+02   3.0282267982613482e+05   4.2185720984464429e+07
   1.4003791261087969e+02   3.0282267982613482e+05   4.2185720984464459e+07
   1.4003791261087969e+02   3.0282267982613482e+05   4.2185720984464459e+07
   1.4003791261087969e+02   3.0282267982613482e+05   4.2185720984464459e+07
   1.4003791261087969e+02   3.0282267982613482e+05   4.2185720984464459e+07
   1.4003791261087969e+02   3.0282267982613482e+05   4.2185720984464459e+07
   1.4003791261087969e+02   3.0282267982613482e+05   4.2185720984464459e+07
   1.4003791261087969e+02   3.0282267982613482e+05   4.2185720984464459e+07
   1.4003791261087969e+02   3.0282267982613482e+05   4.2185720984464459e+07
   1.4003791261087969e+02   3.0282267982613482e+05   4.2185720984464459e+07
   1.4003791261087969e+02   3.0282267982613482e+05   4.2185720984464459e+07
   1.4003791261087969e+02   3.0282267982613482e+05   4.2185720984464459e+07
   1.4003791261087969e+02   3.0282267982613482e+05   4.2185720984464459e+07
   1.4003791261087969e+02   3.0282267982613482e+05   4.2185720984464459e+07
   1.4003791261087969e+02   3.0282267982613482e+05   4.2185720984464459e+07
   1.4003791261087969e+02   3.0282267982613482e+05   4.2185720984464459e+07
   1.4003791261087969e+02   3.0282267982613482e+05   4.2185720984464459e+07
   1.4003791261304644e+02   3.0282267982480349e+05   4.2185720985261738e+07
   1.4007272038972152e+02   3.0280430427892524e+05   4.2195611231737591e+07
   1.4108290133874439e+02   3.0276937729489332e+05   4.2497610417312652e+07
   1.4519883555284727e+02   3.0291892092251941e+05   4.3736755253234692e+07
   1.5394213148966867e+02   3.0330324243348849e+05   4.6370577610478923e+07
   1.6855442523156862e+02   3.0400254075788899e+05   5.0772718648888059e+07
   1.9018590691383955e+02   3.0515158089200669e+05   5.7289670087240957e+07
   2.2001357291606652e+02   3.0696701171631244e+05   6.6276477151503690e+07
   2.5931868514725898e+02   3.0977882988320664e+05   7.8120113316889405e+07
   3.0960263391342767e+02   3.1407661266923643e+05   9.3273917679387301e+07
   3.7262619056086373e+02   3.2057684452024288e+05   1.1226727496572550e+08
   4.4968772922828168e+02   3.3025439994831401e+05   1.3548274433761677e+08
   5.3840947155004130e+02   3.4401822452240874e+05   1.6218501695385224e+08
   6.2566988225557407e+02   3.6110684057024139e+05   1.8842700778547072e+08
   6.8523510366471464e+02   3.7602992031445447e+05   2.0638946652229235e+08
   7.0103992797128490e+02   3.8082525246618589e+05   2.1116571017418435e+08
   6.8634192236097635e+02   3.7563400240020658e+05   2.0667163834166479e+08
   6.5415357492709632e+02   3.6343170579941437e+05   1.9695656063183740e+08
   6.2038909687253272e+02   3.4974124552608252e+05   1.8680795541126302e+08
   5.9418075248987975e+02   3.3861705242813076e+05   1.7894890376523876e+08
   5.7584209558141436e+02   3.3059634022286994e+05   1.7344718998606116e+08
   5.6139807135962849e+02   3.2414384203571780e+05   1.6910458711536294e+08
   5.4546580412714763e+02   3.1689373528549477e+05   1.6430506703958386e+08
   5.1937003130378628e+02   3.0473952084201569e+05   1.5643344151129696e+08
   4.6595206572618173e+02   2.7886222056145413e+05   1.4030358918499583e+08
   3.6412703776599335e+02   2.2612018148046490e+05   1.0953400812893300e+08
   2.3854254139059466e+02   1.5522256306586255e+05   7.1599483213968247e+07
   1.6404755662069402e+02   1.1015046887045279e+05   4.9267831684148438e+07
   1.4264093914357164e+02   9.6800738425716685e+04   4.2949486076583818e+07
   1.4006960077819545e+02   9.5185670153167841e+04   4.2195149501473218e+07
   1.4003791261079175e+02   9.5165648967307410e+04   4.2185720984437957e+07
   1.4003791261079175e+02   9.5165648967307410e+04   4.2185720984437957e+07
   1.4003791261079175e+02   9.5165648967307410e+04   4.2185720984437957e+07
   1.4003791261079175e+02   9.5165648967307410e+04   4.2185720984437957e+07
   1.4003791261079175e+02   9.5165648967307410e+04   4.2185720984437957e+07
   1.4003791261079175e+02   9.5165648967307410e+04   4.2185720984437957e+07
   1.4003791261079175e+02   9.5165648967307410e+04   4.2185720984437957e+07
   1.4003791261079175e+02   9.5165648967307410e+04   4.2185720984437957e+07
   1.4003791261079175e+02   9.5165648967307410e+04   4.2185720984437957e+07
   1.4003791261079175e+02   9.5165648967307410e+04   4.2185720984437957e+07
   1.4003791261079175e+02   9.5165648967307410e+04   4.2185720984437957e+07
   1.4003791261079175e+02   9.5165648967307410e+04   4.2185720984437957e+07
   1.4003791261079175e+02   9.5165648967307410e+04   4.2185720984437957e+07
   1.4003791261079175e+02   9.5165648967307410e+04   4.2185720984437957e+07
   1.4003791261079175e+02   9.5165648967307410e+04   4.2185720984437957e+07
   1.4003791261079175e+02   9.5165648967307410e+04   4.2185720984437957e+07
   1.4003791261079175e+02   9.5165648967307410e+04   4.2185720984437957e+07
   1.4003791261079175e+02   9.5165648967307410e+04   4.2185720984437957e+07
